id,lat,long
"391238USta - Staphylos exc. (Skopelos)",39.0847,23.7518
"392236BLou - Loutra baths (Skopelos)",39.1643,23.6189
"392236GSin - Sindouka (Skopelos)",39.1361,23.6906
"392236SKho - Khondro Teikhos (Skopelos)",39.1767,23.6242
"392236USel - Selinous (Skopelos)",39.1708,23.6122
"367249XKas - Kastellos exc. (Folegandros)",36.6654,24.8579
"367254XMan - Manganari exc. (Ios)",36.6582,25.372
"367254XPsa - Psathonisi exc. (Ios)",36.7494,25.3644
"426258PSeu - Seuthopolis (Bulgaria)",42.619,25.308
"380238GPMa - Panagia Marmariotissa (Attica)",38.0157,23.7983
"386228EAAt - Ag. Athanasios church (Elateia)",38.6429,22.7781
"386228XEla - Elateia Myc. cemet. (Phthiotida)",38.6474,22.7724
"389227SAch - Heroon (Achinos)",38.8944,22.7245
"404227XMav - Mavropigi site (Kozani)",40.4465,21.7265
"372232XAMa - Ag. Marina exc. (Spetses)",37.2531,23.1651
"373234XEpi - Episkopi site (Hydra)",37.311,23.42
"373234XVly - Choriza exc. (Hydra)",37.3436,23.4496
"377223FPal - Palaiopyrgos castle (Arcadia)",37.7101,22.3282
"377223XMyt - Mytikas exc. (Arcadia)",37.7038,22.3231
"378234XKol - Kolona exc. (Aigina)",37.7503,23.4235
"378235UPal - Palaiochora (Aigina)",37.7508,23.4895
"404232CPet - Petralona cave (Halkidiki)",40.373,23.1676
"373217XPer - Peristeria exc. (Messenia)",37.276,21.74
"408247BOde - Odeon (Thasos)",40.7787,24.7132
"408247FSil - Silenus gate (Thasos)",40.7746,24.7127
"408247FZeu - Zeus, Hera gate (Thasos)",40.7756,24.709
"408247SApo - Thasos Apollo sanct. (Thasos)",40.7785,24.7201
"408247SDio - Dionysos sanct. (Thasos)",40.7807,24.7144
"382260XEmp - Emporio exc. (Chios)",38.1929,26.0315
"386261SNag - Nagos (Chios)",38.558,26.08
"354270SThe - Theai Nymphai shrine (Karpathos)",35.415,26.998
"355272EAPh - Ag. Phote EC basilica (Karpathos)",35.5137,27.2009
"355272SKar - sanctuary (Karpathos)",35.499,27.2073
"356271BLef - Lefkos (Karpathos)",35.5942,27.0816
"356272XApe - Aperi site (Karpathos)",35.549,27.167
"364274CCha - Charkadio cave (Tilos)",36.4407,27.3653
"364274FLiv - Livadia fort (Tilos)",36.411,27.384
"368271EAIo - Ag. Ioannis EC basilica (Kos)",36.8406,27.067
"370217XIkl - Iklaina exc. (Messinia)",36.9963,21.711
"382260XMan - Managros exc. (Chios)",38.223,25.967
"399252EPan - Panagia church (Limnos)",39.9249,25.215
"356271CLef - Lefkos cave (Karpathos)",35.5904,27.0772
"369272EAPa - Ag. Pavlos EC basilica (Kos)",36.876,27.2114
"369272EKap - Kapamas EC basilica (Kos)",36.872,27.2059
"369273BNym - Nymphaion (Kos)",36.8914,27.2851
"369273BOde - Odeion (Kos)",36.8896,27.2848
"369273BSta - Stadium (Kos)",36.8925,27.285
"369273EAIo - Ag. Ioannis EC baptistery (Kos)",36.8878,27.2855
"369273SAgo - Agora (Kos)",36.8932,27.2898
"369273SAph - Aphrodite sanct. (Kos)",36.8936,27.2904
"369273SDio - Dionysos sanct. (Kos)",36.891,27.2897
"369273SHer - Heracles sanct. (Kos)",36.8938,27.2911
"377263FKat - Kataphygion fort (Ikaria)",37.6388,26.3084
"381235FPla - Plakoto fort (Attica)",38.1137,23.5375
"362278PKym - Kymisala (Rhodes)",36.1729,27.7669
"362296GLyc - Lycian Tomb (Kastellorizo)",36.1512,29.5948
"364282SAph - Aphrodite sanct. (Rhodes)",36.4458,28.2274
"366278EEmp - Emporeio EC basilica (Symi)",36.6225,27.8143
"366279BDra - Drakou (Symi)",36.6045,27.8544
"375252XVry - Vryokastro exc. (Tinos)",37.5263,25.1884
"376252XXom - Xombourgo castle (Tinos)",37.5778,25.1682
"377243SAEi - Ag. Eirene exc. (Kea)",37.669,24.3259
"384237ULef - Lefkandi (Euboea)",38.4131,23.6728
"384242XAtr - Ag. Triada exc. (Euboea)",38.3837,24.1507
"388234FEll - Ellinas fort (Euboea)",38.8332,23.374
"388234UKas - Kastri (Euboea)",38.815,23.439
"388235XPro - Prokopion exc. (Euboea)",38.7486,23.4439
"389234XAVa - Ag. Vasileios site (Euboea)",38.8833,23.4449
"392235UKas - Kastro (Skiathos)",39.2073,23.4604
"370251CAnt - Antiparos cave (Cyclades)",36.9906,25.0598
"370253EAAn - Ag. Antonios monast. (Paros)",37.0461,25.2592
"375244FKas - Kastro tis Orias castle (Kythnos)",37.4632,24.4102
"377243XKef - Kefala exc. (Kea)",37.6817,24.3286
"377244QAIo - Ag. Ioannis Khalara (Kea)",37.678,24.3756
"418247GKom - Komnina Mac. Tomb (Xanthi)",41.184,24.7218
"374253BSta - Stadium (Delos)",37.405,25.273
"374253BThe - Theatre (Delos)",37.397,25.268
"374253WSac - Sacred Lake (Delos)",37.4026,25.2677
"370269FKas - Kastri fort (Kalymnos)",37.0499,26.9359
"370270CDas - Daskaleio cave (Kalymnos)",36.975,27.032
"370270FPer - Perakastro fort (Kalymnos)",36.9678,26.9605
"373265EIoa - Monastery of St. John (Patmos)",37.309,26.5479
"377268XNeo - Neokhori site (Samos)",37.707,26.768
"377268XSam - Samiopoula site (Samos)",37.631,26.792
"368258EPan - Panagia tou Politi church (Amorgos)",36.7944,25.7813
"370270FEmb - Embolas fort (Kalymnos)",36.9847,27.0031
"370270FFyl - Fylakes fort (Kalymnos)",36.979,27.0186
"370270UKas - Kastella (Kalymnos)",36.9953,26.9977
"370270XSka - Skalia exc. (Kalymnos)",37.0375,26.9531
"378249SSta - Stavropeda (Andros)",37.7893,24.8624
"408257XMak - Makri exc. (Evros)",40.8489,25.7462
"378238XYps - Ypsili exc. (Andros)",37.8422,24.7947
"378238GAna - Anagyrous tombs (Attica)",37.8341,23.7969
"380239GKan - Kantza lion (Attica)",37.9909,23.8552
"378227XTzo - Tzoungiza exc. (Korinthia)",37.8101,22.7049
"378228QKle - Kleonai quarry (Korinthia)",37.8039,22.758
"379225EZar - Zaraka monast. (Korinthia)",37.8673,22.4582
"381237XMen - Menidi Tholos (Attica)",38.0588,23.739
"381238SDio - Dionysos sanctuary (Attica)",38.0903,23.7831
"381238GSop - Tomb of Sophocles' (Attica)",38.1365,23.7848
"387229SAsk - Asklepieion Daphnous (Phthiotida)",38.7488,22.8555
"407245XSot - Sotiras exc. (Thasos)",40.7153,24.5752
"420214UScu - Scupi (FYRoM)",42.0166,21.3921
"377243XTro - Troulos exc. (Kea)",37.6726,24.3224
"379240EBra - Brauron EC basilica (Attica)",37.9272,23.9855
"408221SSky - Skydra temple (Pella)",40.7614,22.1453
"408225XNPe - New Pella exc. (Macedonia)",40.761,22.4973
"410222XKon - Konstantia site (Pella)",40.9752,22.1815
"400221EMil - Milia EC basilica (Imathia)",40.035,22.1057
"404222SLef - Meter Theon T (Imathia)",40.4359,22.1776
"400221EKas - Kastri Livadiou (Larisa)",40.0531,22.1214
"404226XAly - Alykes (Pieria)",40.3809,22.6187
"381208RTza - Tzanata exc. (Kefallenia)",38.1422,20.7605
"399208XVit - Vitsa exc. (Ioannina)",39.8765,20.7458
"387226FSte - Stefani fort (Phthiotida)",38.7146,22.6318
"382221XMam - Mamousia exc. (Achaia)",38.1585,22.142
"382222SKyr - Keryneia sanct. (Achaia)",38.1643,22.1565
"392210FArt - Arta Castle castle (Arta)",39.1648,20.9865
"392210SApo - Arta Apollo sanct. (Arta)",39.1608,20.9828
"379224CHer - Hermes cave (Korinthia)",37.9404,22.4302
"393224CPan - Pan cave (Pharsala)",39.2741,22.3535
"349337XPyl - Pyla exc. (Larnaca)",34.9902,33.7151
"353250XKas - Kastrokefala exc. (Iraklio)",35.3401,25.0344
"375235XMod - Modi exc. (Poros)",37.5085,23.5288
"347334SVou - Vournes (Larnaca)",34.7464,33.3813
"377221SPet - Petrovouni sanct. (Arkadia)",37.6565,22.1471
"405225XPal - Paliambela exc. (Pieria)",40.5107,22.5067
"3922XThs038 - Pefkakia excavation (Magnesia)",39.3459,22.941
"3922XThs282 - Platia Magoula mound (Trikala)",39.58984,22.10374
"396222UPha - Phayttos (Thessaly)",39.6057,22.131
"391228FVry - Vrynaina fort (Magnesia)",39.0805,22.7947
"392223XKou - Koutroulou Magoula exc. (Phthiotida)",39.2208,22.2899
"398224PKon - Kondaia (Thessaly)",39.8357,22.4184
"375234XMMa - Megali Magoula exc. (Attica)",37.502,23.4235
"397224UKas - Kastri Magoula (Larisa)",39.736,22.331
"410245XNKa - Nea Karvali exc. (Kavala)",40.9566,24.5042
"377210SKal - Kalogeros exc. (Zakynthos)",37.716,20.9922
"378207FPal - Palaiokastro castle (Zakynthos)",37.7537,20.7968
"378207XKam - Kambi exc. (Zakynthos)",37.7789,20.6801
"383237USch - Schedia (Boeotia)",38.2733,23.5757
"380237BAst - Asteroskopeio (Athens)",37.9734,23.71822
"380237BKal - Pnyx Fountain (Athens)",37.9713,23.721
"380237BPhi - Philopappous Monument (Athens)",37.9673,23.7214
"380237BPrS - so-called Prison of Sokrates (Athens)",37.96935,23.72076
"380237CPan - Pan Cave (Athens)",37.972,23.72064
"380237EADe - Ag. Dimitrios Loumbardiares church (Athens)",37.97006,23.72027
"380237EEpt - Heptathronon (Athens)",37.96876,23.718536
"380237FDia - Diateichisma (Athens)",37.9693,23.7198
"380237GDiG - Gate XIV Dipylon (Athens)",37.9699,23.7202
"380237APiL - Pikionis park (Athens)",37.9701,23.7218
"380237SNym - Nymphs Sanctuary (Athens)",37.97334,23.71805
"380237SZeu - Zeus shrine (Athens)",37.97355,23.71939
"380237XKoi - Koile Road (Athens)",37.9698,23.7189
"376216XBab - Babes site (Eleia)",37.6125,21.6313
"376217EKok - Kokkini Ekklisia EC basilica (Eleia)",37.6048,21.6802
"380237BAth - Athena Archigetis Gate (Athens)",37.9745,23.7254
"380237BFet - Fethiye Mosque (Athens)",37.9745,23.7264
"380237BKuc - Kucuk Mosque (Athens)",37.9738,23.72615
"380237BMen - Mendreses (Athens)",37.9744,23.7272
"380237BVes - Vespasianai (Athens)",37.9744,23.7269
"380237FAch - Acharnian Gate (Athens)",37.981,23.7287
"380237FDim - Barathron/'Demian' gate (Athens)",37.9739,23.7171
"380237FDio - Gate 10 'Diomeian' (Athens)",37.96847,23.73369
"380237FHal - Gate XII 'Phaleric/Halade' (Athens)",37.96663,23.7288
"380237FHir - Gate V/Eriai (Athens)",37.9792,23.7207
"380237FIto - Gate XI (Itonian?) (Athens)",37.9676,23.73143
"380237FNor - Northeast Gate (Athens)",37.9798,23.7311
"380237FSou - Gate XIII South Gate (Athens)",37.96725,23.7253
"377240STho - Thorikos temple (Attica)",37.7374,24.0493
"380237ALys - Lysikrates Monument (Athens)",37.97108,23.72994
"380237AThr - Thrasyllos Monument (Athens)",37.97103,23.7277
"381239BMtG - Mandra tis Grias (Attica)",38.14256,23.9375
"406229BGal - Arch of Galerius (Thessaloniki)",40.6321,22.9517
"406229BPGa - Galerian Palace (Thessaloniki)",40.6302,22.9489
"406229EADi - Ag. Dimitrios EC basilica (Thessaloniki)",40.6389,22.9475
"406229SRot - Rotunda (Thessaloniki)",40.6333,22.9528
"388207BThe - Leukada Theatre (Leukada)",38.81,20.7077
"347329FKol - Kolossi castle (Cyprus)",34.6651,32.9341
"347330XSKo - Komissariato site (Cyprus)",34.685,33.012
"351249BAmp - Gortyna amphitheatre (Crete)",35.0565,24.953
"351249BGor - Gortyna theatre (Crete)",35.0631,24.9469
"353254BChe - Chersonesos Theatre (Crete)",35.3188,25.3891
"353254EChe - Chersonesos EC Basilica (Crete)",35.3232,25.3925
"369273BThe - Theatre (Kos)",36.8861,27.2871
"378214BEli - theatre (Elis)",37.8936,21.3756
"402225BThe - theatre (Dion)",40.1724,22.4919
"376234XAKo - Ag. Konstantinos exc. (Methana)",37.5933,23.4015
"346330CAet - Aetokremnos cave (Cyprus)",34.5674,33.0162
"349326SHer - Statos Hera sanct. (Cyprus)",34.8994,32.6192
"346330SLan - Laneia (Cyprus)",34.5773,32.9962
"347333XTen - Tenta Kalavasos exc. (Cyprus)",34.7525,33.3034
"348324XLem - Lemba exc. (Cyprus)",34.8132,32.4059
"349323SGer - Geronisos sanct. exc. (Cyprus)",34.8995,32.3116
"348329XAla - Alassa exc. (Cyprus)",34.767,32.929
"377266XKal - Kalithea exc. (Samos)",37.732,26.579
"355242IBou - Boudroe? (Chania)",35.488,24.1523
"364225LTai - Tainaron cape (Lakonia)",36.3862,22.4831
"367244UEmb - Emborio site (Melos)",36.7099,24.3925
"370271IPse - Pserimos (Kalymnos)",36.934,27.133
"390212FEll - Ellenikouli fort (Aitolia)",38.9898,21.1563
"395203XRiz - Riziani exc. (Thesprotia)",39.5206,20.3543
"396202XMas - Mastilitsa exc. (Thesprotia)",39.593,20.2
"383260XLit - Lithi exc. (Chios)",38.333,25.999
"380237BEum - Eumenes Stoa (Athens)",37.9705,23.726
"380237BPom - Pompeion (Athens)",37.9782,23.7188
"380237SNy2 - Nymphe Sanctuary (Athens)",37.9701,23.7244
"380237STri - Tritopatreion (Athens)",37.97859,23.7174
"380237XPer - Peripatos walkway (Athens)",37.9723,23.7277
"380237XStr - Street of Tombs (Athens)",37.9785,23.7169
"99207 - Gratianopolis castle (Rodopi)",41.1475,25.533
"404231XKyp - Kyparissi exc. (Thessaloniki)",40.447,23.0899
"377235ULaz - Lazarides exc. (Aegina)",37.7222,23.5072
"347326SRan - Rantidi (Cyprus)",34.6912,32.6257
"379229AIns - Erastus Inscription exc. (Korinthia)",37.90715,22.87757
"379229BABa - Baths of Aphrodite (Korinthia)",37.91068,22.87984
"379229BAmp - Corinth Amphitheatre (Korinthia)",37.90964,22.89216
"379229BGym - Gymnasium (Korinthia)",37.90971,22.87663
"379229BHBa - Hadrianic baths (Korinthia)",37.90788,22.87685
"379229BOtB - Ottoman baths (Korinthia)",37.91141,22.88056
"379229BPal - Pallas EC basilica? (Korinthia)",37.90766,22.88902
"379229BThe - Theater (Korinthia)",37.90694,22.87694
"379229BTil - Tile Works (Korinthia)",37.91369,22.88632
"379229EKod - Kodratos EC basilica (Korinthia)",37.91241,22.88306
"379229EKra - Kraneion EC basilica (Korinthia)",37.90462,22.89463
"379229ELec - Lechaion EC basilica (Korinthia)",37.93408,22.88483
"379229ESko - Skoutela EC basilica (Korinthia)",37.91671,22.86791
"379229FAkG - Gates of Acrocorinth (Korinthia)",37.89062,22.86959
"379229FIsG - Isthmian Gate (Korinthia)",37.91541,22.89353
"379229FLoW - Long Wall (Korinthia)",37.91432,22.87974
"379229FWa2 - City WallsB (Ancient Corinth)",37.89932,22.89337
"379229FWa3 - City wallsC (Ancient Corinth)",37.90099,22.89345
"379229FWal - City wallsA (Ancient Corinth)",37.91109,22.89475
"379229QMav - Mavrispilies Quarries (Korinthia)",37.90284,22.84796
"379229QRqu - Corinth Quarry (Korinthia)",37.89801,22.94057
"379229SAsk - Corinth Asklepieion (Korinthia)",37.9107,22.87741
"379229SDem - Corinth Demeter sanct. (Korinthia)",37.89883,22.87635
"379229WFou - Fountain House (Korinthia)",37.93011,22.89695
"379229WHMu - Fountain of Hadji Mustapha (Korinthia)",37.90057,22.87748
"379229WOtF - Ottoman Fountain (Korinthia)",37.89778,22.87017
"379229XAet - Aetopetra exc. (Korinthia)",37.90555,22.83797
"379229XAra - Arapiza exc. (Korinthia)",37.90877,22.90489
"379229XChe - Cheliotomylos exc. (Korinthia)",37.90951,22.87038
"379229XGon - Gonia exc. (Korinthia)",37.90957,22.93338
"379229XKor - Korakou exc. (Korinthia)",37.93249,22.90357
"379229XLeC - Lechaion Cemetery (Korinthia)",37.93099,22.89527
"379229XPan - Panayia Field exc. (Korinthia)",37.9039,22.88182
"379229XPot - Potters Quarter exc. (Korinthia)",37.90296,22.86358
"379229Xtem - Corinth temple blocks (Korinthia)",37.90985,22.87607
"350250XKou - Koumasa exc. (Irakleio)",34.9832,25.0146
"352259IPse - Pseira exc. (Lasithi)",35.186,25.8635
"352263XPal - Palaikastro exc. (Lasithi)",35.1953,26.2756
"351259XKav - Kavousi exc. (Lasithi)",35.111,25.868
"351259XVro - Vronta exc. (Lasithi)",35.1101,25.8582
"351261SPIl - Prophitis Ilias sanct. (Lasithi)",35.1078,26.1058
"352253STtK - Troulli tis Korfis sanct. (Irakleio)",35.2483,25.3299
"352254SPig - Pigi sanct. (Irakleio)",35.2208,25.3501
"352254XPla - Plati exc. (Lasithi)",35.172,25.4411
"352261FKaz - Kazarma castle (Lasithi)",35.211,26.1076
"351262XZak - Zakros villa (Lasithi)",35.1073,26.2193
"352254BTei - Lyttos aqueduct (Lasithi)",35.1985,25.3818
"352255UEro - Eronos (Lasithi)",35.1746,25.4849
"352255UKar - Karphi exc. (Irakleio)",35.2177,25.4698
"352255XAge - Papoura site (Lasithi)",35.208,25.4648
"352255XKar - Kardamoutsa site (Irakleio)",35.2197,25.4595
"352255XKep - Kephali tou Vasilikou site (Lasithi)",35.1573,25.5017
"352255XKol - Kolonna site (Lasithi)",35.2025,25.4736
"352255XMag - Magazia site (Lasithi)",35.158,25.4697
"352260UCha - Chamaizi exc. (Lasithi)",35.1677,26.0187
"352261XPla - Platyskinos/Achladia tholos (Lasithi)",35.161,26.0728
"352261XZou - Zou exc. (Lasithi)",35.1592,26.1052
"354241XAzo - Azogyries exc. (Chania)",35.4485,24.1304
"355239UPol - Polichna (Chania)",35.4871,23.8933
"355240XDeb - Debla site (Chania)",35.451,23.977
"355240XKas - Kastellos site (Chania)",35.4595,23.9804
"351334SNym - Kazifin Nymphs cave (Cyprus)",35.1341,33.4228
"402218FKte - Kastro Kteni fort (Kozani)",40.177,21.768
"402220UPhy - Phylake? (Kozani)",40.2284,22.0389
"404219UGre - Greia (Kozani)",40.356,21.922
"351336UMel - Melouchea (Cyprus)",35.085,33.572
"352328VVou - Vouni (Cyprus)",35.1594,32.7733
"353330SAei - Ag. Eirini (Cyprus)",35.3011,32.9402
"353331SMyr - Myrtou (Cyprus)",35.2903,33.086777
"354338SVou - Vounari (Cyprus)",35.4059,33.8509
"354338UMel - Melandryna (Cyprus)",35.4067,33.783
"407219XKPy - Kastro Pyrgon exc. (Kozani)",40.682,21.865
"350333XMar - Marki exc. (Cyprus)",35.0257,33.3264
"352327XPet - Petra tou Limniti exc. (Cyprus)",35.1813,32.7382
"350340XMak - Makronisos exc. (Cyprus)",34.981,33.954
"350337SApo - Apollo Mageirios sanct. (Cyprus)",35.005,33.695
"352330XTtS - Toumba tou Skourou exc. (Kyrenia)",35.2245,33.0016
"348324GIsk - Iskender exc. (Cyprus)",34.779,32.427
"348324XKis - Kissonerga Mosfilia exc. (Cyprus)",34.8226,32.3966
"348326SApo - Apollo Melanthios sanct. (Cyprus)",34.83,32.578
"348333UCho - Choirokoitia exc. (Cyprus)",34.797,33.344
"350333SApo - Apollo Alasiotas sanct. (Cyprus)",35.012,33.283
"350335SGos - Kosi Apollo sanct. (Cyprus)",34.973899,33.528885
"350335UMal - Malloura exc. (Cyprus)",35.0253,33.5127
"350337SPer - Pergamos (Cyprus)",35.4046,33.7825
"350337XPyl - Pyla tomb (Cyprus)",35.0045,33.6996
"350340VAmm - Ammos tou Kampouri site (Cyprus)",34.979,34.024
"351335XPam - Pamboulari Koukounninas exc. (Cyprus)",35.0679,33.5415
"351336SApo - Athienou Apollo sanct. (Cyprus)",35.048,33.571
"386229PAba - Abai (Phokida)",38.587,22.917
"386229SSer - Serapis sanct. (Phthiotida)",38.588,22.899
"375227XKak - Kakovatos exc. (Ilia)",37.464,21.6705
"378214XKKo - Kastro Koukouvitsas exc. (Ileia)",37.7797,21.44708
"387227BBat - Modi bath (Phthiotida)",38.6549,22.6768
"385227FKas - Kastri fort (Boeotia)",38.455,22.695
"385227FRas - Kastro fort (Boeotia)",38.4777,22.6945
"384218SKro - Krounoi (Aitolia)",38.4397,21.8325
"384222UPhy - Physkeis (Phokida)",38.453,22.237
"383222EPPo - Polyporton church (Phokida)",38.347,22.2012
"384226XKas - Kastrouli exc. (Phokida)",38.3992,22.575
"384226XSte - Steno exc. (Phokida)",38.3608,22.6058
"385225SMar - Marmara sanct. (Phokida)",38.4827,22.518
"389228XFou - Fourni exc. (Phthiotida)",38.8795,22.7932
"385225PDel - Delphi polis (Phokida)",38.4806,22.5056
"392262UTri - Trianta site (Lesvos)",39.2243,26.1967
"380237BNic - Nikias Monument (Athens)",37.9703,23.7269
"391265PPha - Phara site (Lesvos)",39.0699,26.5334
"391225FPhy - Phyliadon (Magnesia)",39.1147,22.5011
"383230PThN - Thisbe N acropolis (Boeotia)",38.2599,22.968
"386215UBou - Boukation (Aitolia)",38.6116,21.5259
"386222XKon - Koniakos site (Phokida)",38.6326,22.202
"387222XKas - Kastriotissa site (Phokida)",38.743,22.216
"387224FAet - Aetos-Oiti fort (Phthiotida)",38.7362,22.3875
"388224SAth - Athena sanct. (Phthiotida)",38.7832,22.3737
"384226EAnt - Antikyra EC basilica (Boeotia)",38.3758,22.6273
"387224FOin - Dryope fort (Phokida)",38.699,22.3567
"388224FDem - Dema fort (Phthiotida)",38.8004,22.3811
"388224FVou - Vounous site (Phthiotida)",38.8026,22.3765
"388224SADe - Ag. Demetrios (Phthiotida)",38.7716,22.3909
"389220FAPh - Ano Phteri site (Phthiotida)",38.896,22.046
"391225FKar - Karandai fort (Magnesia)",39.1188,22.556
"371227SApo - Apollo Maleatas sanct. (Arkadia)",37.094,22.7376
"372229SApo - Apollo Tyrita (Arkadia)",37.2256,22.8728
"372219BSta - Stadium (Messene)",37.1733,21.9193
"372219BThe - Theatre (Messene)",37.1778,21.9189
"372219EVou - Zeus Ithomatas/Voulkanou Monastery (Messenia)",37.1859,21.9239
"372219SArt - Artemis Limnatis (Messenia)",37.1787,21.9302
"372220FAFl - Ag. Floros fort (Messenia)",37.1782,22.0373
"382244FPhi - Philagra fort (Euboea)",38.1609,24.3915
"394217FEll - Ellinokastro fort (Karditsa)",39.4037,21.6924
"379214XDaf - Dafni exc. (Ileia)",37.8675,21.4348
"370219UNic - Nichoria exc. (Messenia)",37.0035,21.913
"371253SApo - Apollo temple (Naxos)",37.11,25.3724
"361281FKle - Kleoboulos tomb (Rhodes)",36.1007,28.0968
"364257FPyr - Pyrgi tower (Anaphe)",36.3551,25.7431
"368253FPsa - Psaropyrgos tower (Ios)",36.783,25.31
"368258FAtr - Ag. Triada tower (Amorgos)",36.79237,25.80137
"369247FAPy - Aspros Pyrgos (Siphnos)",36.9326,24.738
"369259FRic - Richti tower (Amorgos)",36.8619,25.9218
"370246FAGe - Ag. Georgios tower (Siphnos)",37.038,24.643
"370247FKad - Kade tower (Siphnos)",36.9512,24.7261
"370247FKam - Kampanario tower (Siphnos)",36.9793,24.7116
"370247FMav - Mavros Pyrgos (Siphnos)",36.963,24.73
"370247FPIl - Prophitis Ilias tower (Siphnos)",37.0031,24.6732
"370247FVla - Vlasi tower (Siphnos)",36.9762,24.6651
"370255FPyr - Kheimarrou tower (Naxos)",36.9958,25.5199
"371244FPsa - Psaros Pyrgos (Seriphos)",37.1338,24.4269
"371245FAsp - Aspropyrgos tower (Seriphos)",37.1473,24.452
"371253FPal - Palaiopyrgos tower (Paros)",37.1172,25.2561
"371254FPal - Palaiopyrgos tower (Naxos)",37.0543,25.388
"373246FSer - Seriphopoula tower (Seriphos)",37.2558,24.5935
"374267FAkr - tower (Arkoi)",37.3809,26.7304
"375225FMag - Magoula tower (Arkadia)",37.4679,22.4695
"376229FAGi - Ai Giannis tower (Argolid)",37.5597,22.85
"376234FOga - Ogas (Methana)",37.617,23.4115
"376243FAma - Ag. Marina tower (Kea)",37.6167,24.3032
"376243FPsa - Psaropyrgos tower (Kea)",37.6097,24.2922
"377235FBou - Bourdechti tower (Aegina)",37.7229,23.4915
"378231FKor - Korfos tower (Korinthia)",37.7677,23.1037
"379224FDro - Drosopigi Tower (Korinthia)",37.8762,22.4159
"379240FBra - Brauron tower (Attica)",37.9138,23.9568
"379248FAPe - Ag. Petros tower (Andros)",37.894,24.759
"380235FKer - Kerata tower (Attica)",38.0375,23.462
"381233FKPi - Krio Pigadi tower (W. Attica)",38.1455,23.2947
"381234FATr - Ag. Triada Myrini tower (Attica)",38.0878,23.3879
"381235FKor - Kororemi tower (Attica)",38.1238,23.5452
"382230SMav - Mavrovouni tower (Boeotia)",38.2266,23.043
"382234FOin - Oinoe tower (Attica)",38.16357,23.42473
"382237FLim - Limiko tower (Attica)",38.2018,23.6926
"382239FVar - Varnava tower (Attica)",38.2324,23.9347
"382240FLim - Limiko Valley tower (Attica)",38.1993,24.0434
"383227FTar - Tarsos Tower (Boeotia)",38.3354,22.6901
"385225FDel - Delphi Tower (Phokida)",38.4795,22.5181
"385228FKar - Korakolithos tower (Phokida)",38.4566,22.768
"386206FVas - Vasiliki tower (Lefkada)",38.6282,20.6232
"386207FPor - Poros tower (Lefkada)",38.6372,20.7078
"387207FEll - Elleniko tower (Lefkada)",38.7207,20.7055
"387207FKat - Katokhori tower (Lefkada)",38.6599,20.696
"387207FMav - Mavroneri tower (Lefkada)",38.71,20.678
"387207FPal - Palaiokatouna tower (Lefkada)",38.696,20.692
"387207FVli - Vlikho tower (Lefkada)",38.6835,20.7134
"387214FPal - Paliopyrgos tower (Aitolia)",38.66,21.396
"388209FKak - Sklavaina (Akarnania)",38.8073,20.8899
"388209FXyl - Kastri fort (Akarnania)",38.87937,20.8968
"392235FGou - Ag. Anastasia tower (Skiathos)",39.1946,23.4564
"392236FMau - Mavragani tower (Skopelos)",39.1986,23.5991
"392236FPri - Priounos tower (Skopelos)",39.2046,23.6051
"392236FSin - Sindoukas tower (Skopelos)",39.197,23.608
"392239FGar - Garbitsa tower (Alonnisos)",39.2082,23.9252
"398253XASo - Ag. Sophia tower (Lemnos)",39.83,25.3459
"406247FSki - Skidia tower (Thasos)",40.6053,24.7277
"406247FThy - Thymonia tower (Thasos)",40.6066,24.7175
"408247FTha - Thasopoula tower (Thasos)",40.83,24.704
"386209FXyl - Xylokastro fort (Kalamos)",38.648,20.953
"386209XAMi - Ag. Minas site (Kalamos)",38.646,20.921
"387210EASo - Ag. Sophia EC church (Akarnania)",38.6753,20.9604
"389208FVig - Vigla (Akarnania)",38.8618,20.8029
"404226XMak - Makrigialos exc. (Pieria)",40.4094,22.5925
"405230XTAn - Toumba Angelaki exc. (Thessaloniki)",40.4845,23.0355
"408226XKas - Kastanas exc. (Thessaloniki)",40.815,22.6452
"400223UAsk - Askyris (Thessaly)",40.0041,22.302
"351258UGou - Gournia exc. (Lasithi)",35.1091,25.7927
"381208HAgi - Ag. Giorgios temple (Kefallenia)",38.0974,20.8072
"404226XMa1 - Makrygialos Mak. Tomb (Pieria)",40.4085,22.6098
"404226XMa2 - Makrigialos Mak. Tomb (Pieria)",40.4175,22.6074
"405223XAAg - Ag. Varvara tomb (Imathia)",40.4904,22.2556
"407218GPyr - Mac. Tomb (Pyrgi)",40.6669,21.8362
"407221GFlo - Lefkadia Flowers Tomb (Imathia)",40.6547,22.1393
"407221GJud - Lefkadia Judgment Tomb (Imathia)",40.6542,22.1365
"407226GPl1 - Pella1 tomb (Pella)",40.7416,22.5508
"407226GPl2 - Pella2 tomb (Pella)",40.7389,22.5589
"407226GPl3 - Pella3 tomb (Pella)",40.7551,22.5303
"407226GPl4 - Pella4 tomb (Pella)",40.7624,22.5295
"407226GPl5 - Pella6 tomb (Pella)",40.7629,22.4735
"407226GPl6 - Pella6 tomb (Pella)",40.7592,22.506
"407227GKal - Kalindoia tomb (Thessaloniki)",40.5478,23.3739
"407227XAAg - Ag. Athanasios tombs (Thessaloniki)",40.7304,22.7138
"407230GDer - Derveni tombs (Thessaloniki)",40.715,22.9607
